,drug_id,drug_name,PubChem Substance,PubChem Compound,PubChem Canonical Smiles
13089,DB05365,BF-200 ALA,347910102,,C(CC(=O)O)C(=O)CN
13091,DB05368,Ragweed pollen extract,347910104,,
13099,DB05381,Histamine,175426988,774,C1=C(NC=N1)CCN
13104,DB05382,Iodine,175426989,807,II
13108,DB05384,Carbopol 974P,175426991,,CCC(C)C(=O)O
13115,DB05389,WF10,175426992,3000391,O.[O-]Cl=O.[O-]Cl=O.[O-]Cl=O.[O-]Cl=O.O=O
13273,DB05510,Huperzine-A,347910181,,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
13283,DB05521,Telaprevir,175427024,3010818,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5
13288,DB05528,Mipomersen,347827735,131704297,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)SC3CC(OC3COP(=O)(O)SC4CC(OC4COP(=O)(O)SC5CC(OC5COP(=O)(O)SC6CC(OC6COP(=O)(O)SC7CC(OC7COP(=O)(O)SC8CC(OC8COP(=O)(O)SC9CC(OC9COP(=O)(O)SC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=O)(O)SC1C(OC(C1OCCOC)N1C=C(C(=O)NC1=O)C)COP(=O)(O)SC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=O)(O)SC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=O)(O)SC1C(OC(C1OCCOC)N1C=NC2=C1N=C(NC2=O)N)CO)N1C=NC2=C1N=CN=C2N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=C(C(=NC1=O)N)C)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=NC1=O)N)C)SP(=O)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)SP(=O)(O)OCC1C(CC(O1)N1C=C(C(=NC1=O)N)C)SP(=O)(O)OCC1C(C(C(O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)SP(=O)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)SP(=O)(O)OCC1C(C(C(O1)N1C=NC2=C1N=CN=C2N)OCCOC)SP(=O)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)SP(=O)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)O
13295,DB05541,Brivaracetam,347827736,9837243,CCCC1CC(=O)N(C1)C(CC)C(=O)N
13306,DB05578,Ramucirumab,347910183,,
13321,DB05630,Sodium stibogluconate,99443233,56927674,C(C(C1C2C(O[Sb](O2)(O1)O[Sb]34OC(C(O3)C(CO)O)C(O4)C(=O)[O-])C(=O)[O-])O)O.O.O.O.O.O.O.O.O.O.O.[OH-].[Na+].[Na+].[Na+]
13344,DB05676,Apremilast,310264858,11561674,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
13351,DB05679,Ustekinumab,347910190,,
13424,DB05773,Trastuzumab emtansine,347910224,,
13427,DB05777,Thrombomodulin Alfa,347910227,,
13474,DB05829,Parathyroid hormone,347910255,,
13534,DB05889,Inotuzumab ozogamicin,347910296,,
13601,DB06014,Eteplirsen,347910319,,
13602,DB06016,Cariprazine,310264859,11154555,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl
13618,DB06043,Olaratumab,347910322,,
13676,DB06144,Sertindole,46504717,60149,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
13685,DB06147,Sulfathiazole,175427054,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
13686,DB06148,Mianserin,46508096,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
13706,DB06149,Teicoplanin,46507509,,
13707,DB06150,Sulfadimethoxine,99443234,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC
13708,DB06151,Acetylcysteine,99443235,12035,CC(=O)NC(CS)C(=O)O
13722,DB06155,Rimonabant,99443236,104850,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
13735,DB06168,Canakinumab,347910340,,
13739,DB06176,Romidepsin,310264861,57515973,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
13755,DB06193,Pixantrone,347827761,134019,C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C2=O)C=NC=C3)NCCN
13764,DB06196,Icatibant,99443237,71364,C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O
13772,DB06202,Lasofoxifene,347827762,216416,C1CCN(C1)CCOC2=CC=C(C=C2)C3C(CCC4=C3C=CC(=C4)O)C5=CC=CC=C5
13782,DB06205,Hyaluronidase (Human Recombinant),347910342,,
13790,DB06211,Doripenem,310264862,73303,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O
13797,DB06213,Regadenoson,175427061,219024,CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3C4C(C(C(O4)CO)O)O
13798,DB06215,Ferumoxytol,347827764,16211978,O[Fe]=O.O[Fe]=O.[Fe]
13819,DB06217,Vernakalant,347827765,9930049,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC
13826,DB06219,Dalbavancin,310264863,23724878,CC(C)CCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=CC(=CC(=C7C8=C(C=CC(=C8)C(C(=O)N6)NC(=O)C4NC(=O)C9C1=CC(=CC(=C1Cl)O)OC1=C(C=CC(=C1)C(C(=O)NC(CC1=CC=C(O3)C=C1)C(=O)N9)NC)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)C(=O)NCCCN(C)C)O)Cl)C(=O)O)O)O
13840,DB06230,Nalmefene,,,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O
13852,DB06243,Eflornithine,310264864,3009,C(CC(C(F)F)(C(=O)O)N)CN
13881,DB06249,Arzoxifene,,,COC1=CC=C(C=C1)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5
13886,DB06255,Incadronic acid,175427066,3699,C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O
13890,DB06262,Droxidopa,99443239,92974,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O
13900,DB06263,Amrubicin,347827767,3035016,CC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=CC=CC=C4C3=O)O)OC5CC(C(CO5)O)O)N
13902,DB06264,Tolperisone,,,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
13905,DB06267,Udenafil,99443240,6918523,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)NCCC4CCCN4C)OCCC)C
13906,DB06268,Sitaxentan,99443241,216235,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
13909,DB06271,Sulodexide,347910343,,CNC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)OC
13911,DB06272,Maxacalcitol,,,CC(C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)OCCC(C)(C)O
13913,DB06274,Alvimopan,99443242,5488548,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O
13921,DB06285,Teriparatide,347910346,,
13923,DB06288,Amisulpride,99443244,2159,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
13957,DB06361,rsPSMA Vaccine,,,
13966,DB06372,Rilonacept,347910349,,
13976,DB06401,Bazedoxifene,310264867,154257,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O
13979,DB06403,Ambrisentan,310264868,6918493,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
13998,DB06413,Armodafinil,310264870,9690109,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
14017,DB06439,Tyloxapol,175427071,,
14134,DB06590,Ceftaroline fosamil,175427075,9852981,CCON=C(C1=NSC(=N1)NP(=O)(O)O)C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-]
14135,DB06594,Agomelatine,175427076,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC
14138,DB06595,Midostaurin,347827778,9829523,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
14147,DB06602,Reslizumab,347910352,,
14148,DB06603,Panobinostat,310264874,6918837,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO
14152,DB06607,Catumaxomab,,,
14162,DB06612,Mepolizumab,347910353,,
14163,DB06614,Peramivir,175427078,154234,CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C
14178,DB06623,Flupirtine,175427080,53276,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N
14181,DB06626,Axitinib,347827779,6450551,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
14189,DB06636,Isavuconazonium,310264875,6918606,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O
14218,DB06654,Safinamide,347827780,131682,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F
14241,DB06681,Belatacept,347910359,,
14247,DB06688,Sipuleucel-T,347910360,,
14250,DB06690,Nitrous oxide,310264877,948,N#[N+][O-]
14251,DB06691,Mepyramine,175427084,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
14252,DB06692,Aprotinin,347910361,,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)NC(C(=O)NCC(=O)N6CCCC6C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)N)C(C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)C)CCCCN)C(C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)O)C(C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)C(C)CC
14257,DB06694,Xylometazoline,99443248,5709,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
14264,DB06696,Arbekacin,99443250,68682,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N
14266,DB06698,Betahistine,99443252,2366,CNCCC1=CC=CC=N1
14269,DB06700,Desvenlafaxine,99443254,125017,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
14271,DB06701,Dexmethylphenidate,99443255,154101,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
14280,DB06704,Iobenguane,175427085,60860,C1=CC(=CC(=C1)I)CN=C(N)N
14286,DB06709,Methacholine,99443261,1993,CC(C[N+](C)(C)C)OC(=O)C
14291,DB06712,Nilvadipine,99443264,4494,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C
14297,DB06713,Norelgestromin,99443265,62930,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34
14306,DB06718,Stanozolol,99443270,25249,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C
14308,DB06719,Buserelin,347910362,,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
14310,DB06720,Velaglucerase alfa,347910363,,
14312,DB06723,Aluminum hydroxide,175427087,10176082,[OH-].[OH-].[OH-].[Al+3]
14313,DB06724,Calcium Carbonate,310264878,10112,C(=O)([O-])[O-].[Ca+2]
14314,DB06725,Lornoxicam,99443271,54690031,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3
14321,DB06730,Gestodene,99443276,3033968,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34
14331,DB06736,Aceclofenac,347827785,71771,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
14333,DB06737,Zaltoprofen,347827786,5720,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O
14334,DB06738,Ketobemidone,175427088,10101,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O
14341,DB06742,Ambroxol,347827790,2132,C1CC(CCC1NCC2=CC(=CC(=C2N)Br)Br)O
14350,DB06751,Drotaverine,99443287,1712095,CCOC1=C(C=C(C=C1)C=C2C3=CC(=C(C=C3CCN2)OCC)OCC)OCC
14352,DB06752,Chymopapain,347910365,,C1=C(C=C(C(=C1S(=O)(=O)[O-])O)O)S(=O)(=O)[O-].[Na+].[Na+]
14353,DB06754,Danaparoid,347910366,,
14361,DB06759,Fomivirsen,347910367,,
14369,DB06767,Ammonium chloride,347827792,25517,[NH4+].[Cl-]
14371,DB06769,Bendamustine,310264882,65628,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
14379,DB06773,Human calcitonin,347910370,,
14402,DB06786,Halcinonide,347827796,443943,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
14408,DB06789,Hydroxyprogesterone caproate,310264886,169870,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
14414,DB06795,Mafenide,310264891,3998,C1=CC(=CC=C1CN)S(=O)(=O)N
14415,DB06796,Mangafodipir,310264892,131704299,CC1=C(C(=CC(=N1)COP(=O)(O)[O-])CN(CCN(CC2=CC(=NC(=C2O)C)COP(=O)(O)[O-])CC(=O)O)CC(=O)O)O.[Mn+2]
14417,DB06799,Methenamine,310264893,4101,C1N2CN3CN1CN(C2)C3
14421,DB06802,Nepafenac,99443294,151075,C1=CC=C(C=C1)C(=O)C2=C(C(=CC=C2)CC(=O)N)N
14423,DB06803,Niclosamide,99443295,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
14424,DB06804,Nonoxynol-9,99443296,72385,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
14429,DB06810,Plicamycin,99443298,163659,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
14432,DB06813,Pralatrexate,175427094,148121,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
14434,DB06814,Protokylol,,,CC(CC1=CC2=C(C=C1)OCO2)NCC(C3=CC(=C(C=C3)O)O)O
14438,DB06819,Phenylbutyric acid,310264895,4775,C1=CC=C(C=C1)CCCC(=O)O
14445,DB06823,Tiopronin,347827801,5483,CC(C(=O)NCC(=O)O)S
14446,DB06824,Triethylenetetramine,310264897,5565,C(CNCCNCCN)N
14447,DB06825,Triptorelin,310264898,25074470,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
14448,DB06826,Unoprostone,347827802,5311236,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O
15388,DB07615,Tranilast,99444086,5282230,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
16776,DB08604,Triclosan,99445075,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
17048,DB08801,Dimetindene,99445271,21855,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C
17054,DB08806,Roxatidine acetate,99445276,5105,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2
17063,DB08809,Dichloroacetic Acid,175427097,6597,C(C(=O)O)(Cl)Cl
17065,DB08810,Cinitapride,175427098,68867,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N
17072,DB08813,Nadroparin,347910374,,
17076,DB08814,Triflusal,347827803,9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O
17080,DB08815,Lurasidone,175427100,213046,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O
17087,DB08818,Hyaluronic acid,310264899,24759,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)NC(=O)C)O)O
17104,DB08822,Azilsartan medoxomil,175427104,11238823,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)OCC6=C(OC(=O)O6)C
17105,DB08823,Spinosad,175427105,17754356,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C
17108,DB08827,Lomitapide,175427108,9853053,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F
17109,DB08828,Vismodegib,175427109,24776445,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
17112,DB08834,Tauroursodeoxycholic acid,175427112,9848818,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
17132,DB08842,Acetylcarnitine,175427117,7045767,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
17164,DB08862,Cholecystokinin,347910375,,CCC(C)C(C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(C1=CC=C(C=C1)OS(=O)(=O)O)C(=O)NC(CCSC)C(=O)NCC(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC4=CC=CC=C4)C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC5=CNC=N5)NC(=O)C(CO)NC(=O)C6CCCN6C(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CO)NC(=O)C7CCCN7C(=O)C(C)NC(=O)C(CCCCN)N
17177,DB08868,Fingolimod,175427125,107970,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
17179,DB08869,Tesamorelin,347827804,56928011,CCC=CCC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)N
17180,DB08870,Brentuximab vedotin,347910376,,
17181,DB08871,Eribulin,175427126,73425383,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O
17183,DB08872,Gabapentin Enacarbil,347827805,9883933,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O
17185,DB08873,Boceprevir,175427127,10324367,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
17187,DB08875,Cabozantinib,347827806,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F
17190,DB08876,Taliglucerase Alfa,347910377,,
17203,DB08886,Asparaginase Erwinia chrysanthemi,347910380,,
17208,DB08889,Carfilzomib,175427135,11556711,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4
17220,DB08894,Peginesatide,175427138,,
17221,DB08895,Tofacitinib,347827811,9926791,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
17248,DB08898,Glucarpidase,347910382,,[Zn+2].[Zn+2].[Zn+2].[Zn+2]
17251,DB08901,Ponatinib,175427142,24826799,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5
17269,DB08905,Formestane,175427144,11273,CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O
17273,DB08908,Dimethyl fumarate,347827812,637568,COC(=O)C=CC(=O)OC
17281,DB08912,Dabrafenib,175427150,44462760,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
17286,DB08913,Radium Ra 223 Dichloride,175427151,,
17294,DB08918,Levomilnacipran,175427154,6917779,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
17314,DB08935,Obinutuzumab,347910388,,
17317,DB08938,Magaldrate,310264905,3086011,[OH-].[O-]S(=O)(=O)[O-].[Mg+2].[Al+3]
17320,DB08941,Isoxsuprine,310264908,11779629,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
17323,DB08944,Isoaminile,310264911,12162152,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1
17324,DB08945,Iotroxic acid,,,C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
17325,DB08946,Iopanoic acid,310264912,3735,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O
17328,DB08949,Inositol nicotinate,347827813,3720,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7
17334,DB08954,Ifenprodil,310264919,3689,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3
17338,DB08957,Hexoprenaline,310264922,3609,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O
17339,DB08958,Hexetidine,310264923,3607,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N
17343,DB08964,Gemeprost,310264927,5282237,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCC=CC(=O)OC)O)O
17345,DB08965,Fusafungine,310264928,3084092,CC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C
17348,DB08968,Fominoben,310264931,3407,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3
